8.699214E-02	8.699250E-02
1.740660E-01	1.740660E-01
2.613016E-01	2.613010E-01
3.487803E-01	3.487790E-01
4.365832E-01	4.365820E-01
5.247918E-01	5.247900E-01
6.134893E-01	6.134860E-01
7.027583E-01	7.027520E-01
7.926802E-01	7.926710E-01
8.833388E-01	8.833260E-01
9.748197E-01	9.748010E-01
1.067208E+00	1.067180E+00
1.160589E+00	1.160550E+00
1.255049E+00	1.254990E+00
1.350679E+00	1.350600E+00
1.447561E+00	1.447450E+00
1.545792E+00	1.545640E+00
1.645463E+00	1.645260E+00
1.746663E+00	1.746390E+00
1.849486E+00	1.849130E+00
1.954033E+00	1.953570E+00
2.060397E+00	2.059790E+00
2.168678E+00	2.167900E+00
2.278977E+00	2.277980E+00
2.391393E+00	2.390140E+00
2.506034E+00	2.504450E+00
2.623010E+00	2.621030E+00
2.742427E+00	2.739950E+00
2.864389E+00	2.861320E+00
2.989021E+00	2.985240E+00
3.116434E+00	3.111780E+00
3.246744E+00	3.241040E+00
3.380072E+00	3.373120E+00
3.516552E+00	3.508090E+00
3.656293E+00	3.646050E+00
3.799444E+00	3.787060E+00
3.946126E+00	3.931200E+00
4.096482E+00	4.078530E+00
4.250647E+00	4.229130E+00
4.408766E+00	4.383030E+00
4.570987E+00	4.540270E+00
4.737465E+00	4.700880E+00
4.908344E+00	4.864880E+00
5.083795E+00	5.032260E+00
5.263965E+00	5.202990E+00
5.449040E+00	5.377040E+00
5.639181E+00	5.554330E+00
5.834572E+00	5.734780E+00
6.035385E+00	5.918260E+00
6.241817E+00	6.104620E+00
6.454060E+00	6.293690E+00
6.672307E+00	6.485230E+00
6.896758E+00	6.679010E+00
7.127628E+00	6.874730E+00
7.365123E+00	7.072080E+00
7.609463E+00	7.270690E+00
7.860895E+00	7.470190E+00
8.119644E+00	7.670160E+00
8.385926E+00	7.870170E+00
8.660022E+00	8.069760E+00
8.942192E+00	8.268470E+00
9.232663E+00	8.465840E+00
9.531714E+00	8.661400E+00
9.839658E+00	8.854710E+00
1.015664E+01	9.045340E+00
1.048335E+01	9.232900E+00
1.081957E+01	9.417020E+00
1.116580E+01	9.597380E+00
1.152259E+01	9.773710E+00
1.189022E+01	9.945790E+00
1.226874E+01	1.011340E+01
1.265843E+01	1.027650E+01
1.306021E+01	1.043500E+01
1.347411E+01	1.058880E+01
1.390049E+01	1.073800E+01
1.433970E+01	1.088250E+01
1.479245E+01	1.102260E+01
1.525879E+01	1.115820E+01
1.573947E+01	1.128960E+01
1.623491E+01	1.141690E+01
1.674519E+01	1.154030E+01
1.727110E+01	1.165990E+01
1.781312E+01	1.177590E+01
1.837173E+01	1.188860E+01
1.894742E+01	1.199820E+01
1.954069E+01	1.210470E+01
2.015209E+01	1.220850E+01
2.078261E+01	1.230970E+01
2.143187E+01	1.240840E+01
2.210141E+01	1.250490E+01
2.279135E+01	1.259930E+01
2.350282E+01	1.269180E+01
2.423595E+01	1.278250E+01
2.499194E+01	1.287160E+01
2.577033E+01	1.295910E+01
2.657358E+01	1.304530E+01
2.740123E+01	1.313020E+01
2.825400E+01	1.321390E+01
2.913332E+01	1.329650E+01
3.004000E+01	1.337820E+01
3.097491E+01	1.345900E+01
3.193817E+01	1.353890E+01
3.293063E+01	1.361820E+01
3.395471E+01	1.369670E+01
3.500983E+01	1.377470E+01
3.609774E+01	1.385210E+01
3.721860E+01	1.392900E+01
3.837514E+01	1.400540E+01
3.956672E+01	1.408150E+01
4.079529E+01	1.415720E+01
4.206104E+01	1.423250E+01
4.336706E+01	1.430760E+01
4.471261E+01	1.438240E+01
4.610096E+01	1.445700E+01
4.753133E+01	1.453130E+01
4.900496E+01	1.460550E+01
5.052543E+01	1.467950E+01
5.209308E+01	1.475340E+01
5.370813E+01	1.482720E+01
5.537452E+01	1.490080E+01
5.709131E+01	1.497440E+01
5.886132E+01	1.504790E+01
6.068621E+01	1.512130E+01
6.256767E+01	1.519470E+01
6.450747E+01	1.526810E+01
6.650740E+01	1.534140E+01
6.856934E+01	1.541470E+01
7.069521E+01	1.548800E+01
7.288531E+01	1.556120E+01
7.514498E+01	1.563450E+01
7.747293E+01	1.570780E+01
7.987484E+01	1.578110E+01
8.234932E+01	1.585440E+01
8.490241E+01	1.592780E+01
8.753263E+01	1.600120E+01
9.024435E+01	1.607460E+01
9.304006E+01	1.614810E+01
9.592460E+01	1.622160E+01
9.889629E+01	1.629510E+01
1.019600E+02	1.636870E+01
1.051187E+02	1.644240E+01
1.083752E+02	1.651610E+01
1.117326E+02	1.658980E+01
1.151940E+02	1.666370E+01
1.187627E+02	1.673750E+01
1.224419E+02	1.681150E+01
1.262351E+02	1.688550E+01
1.301458E+02	1.695970E+01
1.341776E+02	1.703380E+01
1.383343E+02	1.710810E+01
1.426166E+02	1.718250E+01
1.470348E+02	1.725690E+01
1.515898E+02	1.733150E+01
1.562860E+02	1.740610E+01
1.611276E+02	1.748080E+01
1.661193E+02	1.755560E+01
1.712616E+02	1.763060E+01
1.765672E+02	1.770560E+01
1.820371E+02	1.778080E+01
1.876765E+02	1.785610E+01
1.934862E+02	1.793150E+01
1.994803E+02	1.800700E+01
2.056601E+02	1.808270E+01
2.120313E+02	1.815850E+01
2.185949E+02	1.823440E+01
2.253668E+02	1.831050E+01
